index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
22709;34367;2429;-10.895.380.000.000.000;-3.708.048;US JOSE MACHADO DE SOUZA SANTOS DUMONT;RUA MAJOR AURELIANO;100;SANTOS DUMONT;(79)3245-1578;49087400.0;SE;Aracaju;2016;5;-10.894.053;-37.079.481;R. Maj. Áureliano, 100 - Santos Dumont, Aracaju - SE, 49087-400, Brazil
22710;34322;6566952;-964.348.554.611.178;-364.851.021.766.652;USF DR JOSE EDMILSON FERREIRA CESAR;ALTO DAS COLINAS;S/N;ZONA URBANA;;57640000.0;AL;Taquarana;2016;5;-96.448.055;-364.852.064;Taquarana - State of Alagoas, 57640-000, Brazil
22713;34089;2420384;-107.075.986.488.522;-381.766.582.213.158;USF C S JOSE BONIFACIO;RUA GABRIEL BENEVIDES DO ROSARIO;S/N;NACAO;;49490000.0;SE;Poço Verde;2016;5;-107.701.138;-381.054.495;Poço Verde - State of Sergipe, Brazil
22714;34359;2305;-10.914.745.330.810.100;-370.823.550.224.293;US ADEL NUNES BAIRRO AMERICA;RUA HAITI;S/N;AMERICA;(79)3179-6888;49080300.0;SE;Aracaju;2016;5;-10.914.698;-3.708.420.580.000.000;R. Haiti, Aracaju - SE, 49080-300, Brazil
22721;34077;2389657;-12.778.020.322.423.500;-39.170.946.449.376.200;USF PARTEIRA SOFIA 01;RUA ULISSES CALDAS PINTO;S/N;BRASILIA;;44540000.0;BA;Conceição do Almeida;2016;5;-127.748.905;-391.710.581;R. Ulisses Caldas Pinto, Conceição do Almeida - BA, 44540-000, Brazil
22727;34430;2605295;-705.181.717.872.599;-372.753.238.677.968;UNIDADE DE SAUDE DA FAMILIA MARIA MARQUES;RUA MANOEL MOTA;S/N;JATOBA;(83) 3421-8293;58707000.0;PB;Patos;2016;5;-70.495.759;-372.752.586;R. Manoel Mota - Jatobá, Patos - PB, Brazil
22732;34680;5696976;-374.541.880.170.377;-397.922.381.150.856;CENTRO DE SAUDE DA FAMILIA ENOCA RAMOS;BAIRRO DA RODOVIARIA;S/N;RODOVIARIA;(88) 3635-1666;62620000.0;CE;Irauçuba;2016;5;-37.475.743;-397.827.051;Irauçuba, State of Ceará, 62620-000, Brazil
22743;34568;2328224;-590.896.237.382.936;-392.615.417.650.871;UNIDADE BASICA DE SAUDE DA BETANIA;RUA JOAQUIM NAPOLEAO;S/N;CENTRO;7291199;63645000.0;CE;Deputado Irapuan Pinheiro;2016;5;-58.019.794;-392.474.988;Deputado Irapuan Pinheiro - State of Ceará, 63645-000, Brazil
22752;34675;5516684;-15.037.343.502.044.100;-412.631.034.851.062;USF DO ALVORADA;AV FILOMENO VIANA;110;ALVORADA;7734372016;45160000.0;BA;Belo Campo;2016;5;-150.446.899;-412.606.177;Av. Filomeno Viana, 10 - Alvorada, Belo Campo - BA, 45160-000, Brazil
22755;34563;2315440;-8.676.334.619.521.830;-355.860.686.302.175;PSF SANTO ONOFRE I;RUA OITO DE DEZEMBRO;237;SANTO ONOFRE;;55540000.0;PE;Palmares;2016;5;-86.777.622;-355.883.157;R. Principal - R. Santo Onófre, 345, Palmares - PE, 55540-000, Brazil
22759;34657;3771652;-63.051.739.212.975.000;-35.475.136.983.998.200;UBS DA FAMILIA DO JUCA;SITIO JUCA;S/N;ZONA RURAL;(84) 3282-2427;59255000.0;RN;Santo Antônio;2016;5;-63.113.798;-354.784.912;Santo Antônio, State of Rio Grande do Norte, 59255-000, Brazil
22768;34561;2308878;-5.098.160.505.294.650;-443.588.662.147.509;U B DE SAUDE DE TABOCAS PSFSB;TABOCAS;S/N;POVOADO;(99) 6622360;65765000.0;MA;Dom Pedro;2016;5;0.0;0.0;Não encontrado
22769;34725;3395;-1.088.533;-3.708.028;US CARLOS HARDMAN CORTES SOLEDADE;AVENIDA CARLOS MARQUES;S/N;SOLEDADE;(79)3179-2805;49089005.0;SE;Aracaju;2016;5;-108.774.717;-370.899.358;Av. Carlos Marquês - Soledade, Aracaju - SE, Brazil
22771;34567;2327147;-41.595;-4.094.518;UBS DE APOIO A ESF DE CASA DE PEDRA JOSIAS PEDRO VIANA;SITIO CASA DE PEDRA;S/N;SITIO CASA DE P;0;62375000.0;CE;Carnaubal;2016;5;-41.636.655;-4.094.164.190.000.000;Carnaubal, State of Ceará, 62375-000, Brazil
22773;34404;2453312;-38.169.443.607.329.200;-458.463.335.037.218;UBS DE CENTRO DA ROSA;POVOADO CENTRO DA ROSA;S/N;POVOADO;(98)6641268;65398000.0;MA;Alto Alegre do Pindaré;2016;5;-36.672.617;-458.425.154;Alto Alegre do Pindaré, MA, 65398-000, Brazil
22777;34427;2561700;-36.854.410.171.507.600;-39.588.718.414.305.500;PSF SEDE UM;TRAVESSA ASSIS BASTOS;S/N;ALTO DOS BERNARDOS;3640313;62600000.0;CE;Itapagé;2016;5;-36.854.411;-395.887.495;Tv. Assis Bastos, Itapagé - CE, 62600-000, Brazil
22779;34698;6161731;-68.907.558.917.997.300;-37.723.574.638.365.600;ESF IVAN OLIMPIO SEGUNDO;RUA MANOEL FRANCISCO PEREIRA;S/N;CENTRO;;58857000.0;PB;São Bentinho;2016;5;-68.898.627;-377.277.546;São Bentinho, State of Paraíba, 58857-000, Brazil
22780;34564;2315475;-866.171.121.597.265;-355.741.596.221.914;PSF NOVA PALMARES;AVENIDA JOSE ALVES LINS JUNIOR;S/N;NOVA PALMARES;(81)36622153;55540000.0;PE;Palmares;2016;5;-86.621.598;-3.557.356;Av. Jose Alves Lins Junior, Palmares - PE, 55540-000, Brazil
22783;34565;2315521;-868.059.396.743.749;-35.588.858.127.593;PSF SANTO ONOFRE II;RUA JOHN KENNEDY;490;SANTO ONOFRE;(81)36622153;55540000.0;PE;Palmares;2016;5;-86.789.002;-355.957.789;Rua João Kennedy, Palmares - PE, 55540-000, Brazil
22785;34636;3115;-10.943.123.102.187.800;-370.718.193.054.188;US AVILA NABUCO MEDICI;RUA O;S/N;LUZIA;(79)3179-7077;49048100.0;SE;Aracaju;2016;5;-1.093.905;-370.729.935;R. Dr. Álvaro da Silveira Brito, s/n - Luzia, Aracaju - SE, 49047-029, Brazil
22786;34608;2506289;-178.933.917.821.787;-393.720.115.380.737;USF 04 AV CAJUEIRO;AV CAJUEIRO;S/N;CAJUEIRO POSTO DA;;45928000.0;BA;Nova Viçosa;2016;5;-178.942.581;-393.690.677;Av. dos Cajueiros, Nova Viçosa - BA, 45920-000, Brazil
22787;34413;2487551;-137.361.502.647.396;-422.386.765.480.029;POSTO DE SAUDE DO MUCAMBO;POVOADO DO MUCAMBO;S/N;CENTRO;;46140000.0;BA;Livramento de Nossa Senhora;2016;5;-39.056.916;-407.450.614;Mucambo - State of Ceará, Brazil
22789;34560;2308827;-499.854.326.248.154;-444.292.688.369.738;U B DE SAUDE DE PEDRO I PSFSB;PEDRO I;S/N;CENTRO;(99)6622360;65765000.0;MA;Dom Pedro;2016;5;0.0;0.0;Não encontrado
22792;34503;6629245;-55.826.640.129.087.600;-443.859.243.392.931;UNIDADE BASICA DE SAUDE PRACA DO MERCADO;PRACA DO MERCADO;S/N;CENTRO;;65790000.0;MA;São Domingos do Maranhão;2016;5;-55.820.742;-443.825.277;São Domingos do Maranhão - State of Maranhão, 65790-000, Brazil
22797;34504;6629253;-556.922.078.132.613;-443.665.051.460.253;UNIDADE BASICA DE SAUDE MAJOR DELFINO CALVO;RUA MAJOR DELFINO CALVO;S/N;CENTRO;;65790000.0;MA;São Domingos do Maranhão;2016;5;-55.820.742;-443.825.277;São Domingos do Maranhão - State of Maranhão, 65790-000, Brazil
22799;34607;2508680;-145.223.245.425.647;-403.651.272.938.438;UNIDADE DE SAUDE DA FAMILIA AMEDEO SANGIOVANNI;RUA JOAO GUSMAO FERRAZ;S/N;BELA VISTA;77998058526;45260000.0;BA;Poções;2016;5;-145.251.647;-403.647.818;Poções - State of Bahia, Brazil
22808;34724;3387;-108.946.824.073.788;-37.082.161.903.380.200;US RENATO MAZZE LUCAS LAMARAO;RUA CAPITAO MANOEL GOMES;590;SANTOS DUMONT;(79)2452252/32458592;49087040.0;SE;Aracaju;2016;5;-108.946.197;-3.708.239.349.999.990;R. Cap. Manoel Gomes, 590 - Santos Dumont, Aracaju - SE, 49087-040, Brazil
22811;34424;2533030;-12.783.941.483.367.800;-38.411.519.193.245;UNIDADE DE SAUDE DA FAMILIA MAPELE;RUA ALTO DA PENSAO;S/N;MAPELE;;43700000.0;BA;Simões Filho;2016;5;-127.927.181;-384.393.473;Simões Filho - State of Bahia, 43700-000, Brazil
22812;34720;2561867;-37.009.227.275.847.200;-392.666.172.981.251;POSTO DE SAUDE DE COLONOS;DISTRITO DE COLONOS;S/N;ZONA RURAL;;62665000.0;CE;São Luís do Curu;2016;5;-367.202;-392.395.072;São Luís do Curu - State of Ceará, Brazil
22813;34583;2422778;-102.925.180.922.231;-370.221.808.560.785;USF MOITA REDONDA;POVOADO MOITA REDONDA;S/N;ZONA RURAL;;49790000.0;SE;Aquidabã;2016;5;-1.026.625;-3.712.545.000.000.000;Moita Redonda, Aquidabã - SE, 49790-000, Brazil
22818;34663;4020987;-10.287.671.972.428.800;-365.995.793.479.956;CLINICA DE SAUDE DR MARILDA FERRAZ SANTIAGO VARGAS;RUA D CONJUNTO HABITACIONAL DR ALBANO FRANCO;S/N;COHAB NOVA;(79)33391061;49985000.0;SE;Santana do São Francisco;2016;5;-102.939.642;-366.133.744;Estr. da cohab nova, Santana do São Francisco - SE, 49985-000, Brazil
22820;34694;6096131;-3.891.960.382.461.430;-451.602.673.530.565;UNIDADE DE SAUDE DA FAMILIA VILA ESPERANCA;TUA DO CAMPO;S/N;VILA ESPERANCA;(98) 3654 0563;65707000.0;MA;Pio XII;2016;5;-2.614.868;-442.602.082;Vila Esperança, São Luís - MA, 65095-480, Brazil
22822;34495;6059015;-4.222.958.150.200.990;-387.295.707.505.904;UBASF FREI AGOSTINHO FERNANDES;RUA IRMA AUGUSTA;S/N;COLONIA;;62791000.0;CE;Redenção;2016;5;-43.162.703;-387.255.798;R. Irmã Augusta, Redenção - CE, 62790-000, Brazil
22823;34796;2309777;-377.768.754.959.096;-428.220.891.952.502;UBSF DE VILA DAS ALMAS;VILA DAS ALMAS;S/N;POVOADO VILAS DAS AL;(98) 4721012;65520000.0;MA;Brejo;2016;5;323.182.314;-86.902.298;Alabama, USA
22826;34514;6817424;-12.783.941.483.367.800;-38.411.519.193.245;UNIDADE DE SAUDE DA FAMILIA DRA CLARICE NUNES PINTO;PRACA CEZAR BORGES;S/N;CEZAR BORGES;;43700000.0;BA;Simões Filho;2016;5;-127.862.756;-38.402.154;Simoes Filho - Simões Filho, State of Bahia, Brazil
22828;34637;3123;-1.094.028;-37.087.379.999.999.900;US IRMA CARIDADE ALOQUE;RUA PRINCIPAL;101;JABOTIANA;3179-2941/2940;49095000.0;SE;Aracaju;2016;5;-108.780.337;-370.938.587;R. Principal, 101 - Soledade, Aracaju - SE, 49089-005, Brazil
22829;34518;6967760;-456.132.173.538.195;-37.763.292.789.458.100;UNIDADE BASICA DE SAUDE SAO RAFAEL;RUA SALGADO FILHO;S/N;VARZEA DA MATRIZ;;62800000.0;CE;Aracati;2016;5;-4.560.713.499.999.990;-377.664.839;R. Salgado Filho - Várzea da Matriz, Aracati - CE, 62800-000, Brazil
22835;34403;2455447;-55.439.543.724.058.400;-44.237.673.282.622.000;POSTO DE SAUDE DE LAGOAS DOS PATOS;POVOADO;S/N;POVOADO;9905781112;65790000.0;MA;São Domingos do Maranhão;2016;5;-5.703.310.699.999.990;-4.434.499;Baixão Grande, São Domingos do Maranhão - MA, 65790-000, Brazil
22836;34635;3093;-11.046.510.000.000.000;-3.710.709;US NICEU DANTAS MOSQUEIRO;RUA DOS NAUFRAGOS;S/N;MOSQUEIRO;(79)3179-2504;49015150.0;SE;Aracaju;2016;5;-110.513.732;-371.073.618;Rod. dos Náufragos, Aracaju - SE, Brazil
22841;34713;6613543;-118.501.281.738.278;-415.129.566.192.615;UNIDADE DE SAUDE DA FAMILIA DE RECIFE DE JOAO ANDRE;RUA HENRIQUE BRITO;S/N;DISTRITO DE RECIFE;(74) 3646-1200;44880000.0;BA;Cafarnaum;2016;5;-80.578.381;-348.828.969;Recife - Paratibe, Recife - State of Pernambuco, Brazil
22846;34401;2455390;-5.579.359.999.999.990;-4.438.305;POSTO DE SAUDE DO CENTRAO;POVOADO;S/N;POVOADO;(98)5781112;65790000.0;MA;São Domingos do Maranhão;2016;5;-5.703.310.699.999.990;-4.434.499;Baixão Grande, São Domingos do Maranhão - MA, 65790-000, Brazil
22847;34797;2309807;-37.206.530.570.982.700;-427.322.030.067.431;UBSF DO BOCA DA MATA;RUA ESCALVADO;S/N;ESCALVADO;(98) 4721012;65520000.0;MA;Brejo;2016;5;-36.918.334;-4.274.401.470.000.000;R. do Santo Brejo, Brejo - MA, 65520-000, Brazil
22854;34485;5396727;-38.810.062.408.446.000;-46.199.676.990.507.700;UBS DE ROCA GRANDE;POVOADO ROCA GRANDE;S/N;ROCA GRANDE;36641267;65398000.0;MA;Alto Alegre do Pindaré;2016;5;-4.094.429.499.999.990;-463.726.827;Roça Grande, Buriticupu - MA, 65398-000, Brazil
22855;34598;2477904;-11.267.948.649.303;-3.744.001.085.372.920;USF RAIMUNDA MESQUITA;RUA O;4;CIDADE NOVA;7935224598;49200000.0;SE;Estância;2016;5;-112.686.587;-37.438.503;R. do Gordo, 127, Estância - SE, 49200-000, Brazil
22861;34727;3492;-10.911.237.001.418.800;-37.062.077.522.276.700;US OSWALDO DE SOUZA;TV ADALTO BOTELHO;S/N;GETULIO VARGAS;(79)31791326;49055020.0;SE;Aracaju;2016;5;-109.109.513;-370.620.489;Tv. Adauto Botelho - Getúlio Vargas, Aracaju - SE, 49010-380, Brazil
22867;34692;6034713;-374.541.880.170.377;-397.922.381.150.856;CENTRO DE SAUDE DA FAMILIA JOSE HUMBERTO PONTES;DISTRITO DE COITE;S/N;DISTRITO DE COITE;(88) 3635-1666;62620000.0;CE;Irauçuba;2016;5;-37.366.672;-398.826.161;BR 222, Km 161, s/n - Rodovia, Irauçuba - CE, 62620-000, Brazil
22868;34431;2605139;-704.513.311.386.088;-372.761.392.593.373;UNIDADE DE SAUDE DA FAMILIA ADERBAL MARTINS;RUA SEBASTIAO MONTEIRO;S/N;MONTE CASTELO;(83) 3421-5418;58704470.0;PB;Patos;2016;5;-70.439.045;-372.736.915;R. Sebastião Monteiro - Monte Castelo, Patos - PB, Brazil
22870;34634;2631172;-860.984.802.246.069;-366.892.075.538.625;POSTO DE SAUDE SALOBRO;DISTRITO DE SALOBRO;S/N;ZONA RURAL;;55200000.0;PE;Pesqueira;2016;5;-86.107.183;-366.883.066;Salobro, Pesqueira - PE, 55200-000, Brazil
22874;34470;2631;-1.094.028;-37.087.379.999.999.900;US MADRE TEREZA DE CALCUTA JABOTIANA;LARGO DA APARECIDA;S/N;JABOTIANA;(79)3179-3590;49095000.0;SE;Aracaju;2016;5;-228.469.023;-4.523.166.519.999.990;Aparecida, State of São Paulo, 12570-000, Brazil
22878;34411;2487500;-138.659.369.945.522;-419.285.702.705.371;POSTO DE SAUDE DE LAGOA DE DANIEL;POVOADO DE LAGOA DANIEL;S/N;CENTRO;;46140000.0;BA;Livramento de Nossa Senhora;2016;5;-1.386.484;-419.416.889;Lagoa do Daniel, Livramento de Nossa Sra. - BA, 46140-000, Brazil
22882;34576;2367823;-39.034.187.793.730.500;-4.224.925.518.035.770;UBS SR MIROCLES SAMPAIO;AVENIDA BERNARDO BEZERRA;S/N;SANTA LUZIA;;64180000.0;PI;Esperantina;2016;5;-3.903.782.199.999.990;-422.487.917;Av. Bernardo Bezerra, Esperantina - PI, 64180-000, Brazil
22883;34497;2771;-10.889.350.175.857.100;-370.677.208.900.441;US JOSE QUINTILIANO DA FONSECA SOBRAL CIDADE NOVA;RUA SANTA TEREZINHA;S/N;CIDADE NOVA;(79)3179-3498;49015250.0;SE;Aracaju;2016;5;-108.878.132;-3.706.941;R. Santa Terezinha - Cidade Nova, Aracaju - SE, 49070-355, Brazil
22885;34600;2479591;-353.900.666.231.988;-404.508.809.567.861;UNIDADE BASICA DE SAUDE DE MERUOCA;RUA 100;S/N;COHAB;(88) 3649-1510;62130000.0;CE;Meruoca;2016;5;-35.413.944;-404.543.708;Meruoca - State of Ceará, Brazil
22886;34798;2309858;-267.113.685.607.902;-43.952.028.751.372.000;UBS DE ITATUABA;ITATUABA;S/N;POVOADO DE ITATUABA;;65170000.0;MA;Icatu;2016;5;-26.619.309;-43.954.759;Itatuaba, Icatu - MA, 65170-000, Brazil
22889;34585;2449331;-40.177.023.410.796;-450.658.965.110.766;PS ANTONIO ASSUNCAO MOURA;POVOADO BACURI DA LINHA;S/N;ZONA RURAL;;65706000.0;MA;Olho d'Água das Cunhãs;2016;5;-40.128.365;-450.673.325;Bacuri da Linha, Olho d'Água das Cunhãs - MA, 65706-000, Brazil
22894;34596;2454793;-5.866.141.319.274.730;-434.860.539.436.328;UNIDADE SAUDE DA FAMILIA OLHO DAGUA DO NOGA;POVOADO OLHO DAGUA;S/N;ZONA RURAL;( );65640000.0;MA;Parnarama;2016;5;-58.610.359;-434.857.479;Olho-d' Água do Nogal, Parnarama - MA, 65640-000, Brazil
22896;34484;5396700;-386.977.314.949.024;-459.366.273.879.992;UBS DE CENTRO DOS PAULOS;POVOADO CENTRO DOS PAULOS;S/N;CENTRO DOS PAULOS;36641267;65398000.0;MA;Alto Alegre do Pindaré;2016;5;-36.672.617;-458.425.154;Alto Alegre do Pindaré, MA, 65398-000, Brazil
22898;34632;2631016;-835.872;-3.670.023;POSTO DE SAUDE DE PAPAGAIO;DISTRITO DE PAPAGAIO;S/N;CENTRO;;55200000.0;PE;Pesqueira;2016;5;-85.512.782;-366.464.993;Papagaio, Pesqueira - PE, 55200-000, Brazil
22900;34489;5791200;-570.270.993.620.874;-353.140.254.320.232;ESF CENTRO I;RUA PRINCIPAL;S/N;PARQUE DAS FLORES;84 32794909;59575000.0;RN;Extremoz;2016;5;-57.025.695;-353.059.023;R. Parque das Flôres, Extremoz - RN, 59575-000, Brazil
22903;34586;2451484;-384.389.519.691.456;-45.184.729.099.272.300;UNIDADE DE SAUDE DA FAMILIA LAGOA DOS CRENTES;BR 316;24;POV LAGOA DOS CRENTE;( );65707000.0;MA;Pio XII;2016;5;-40.155.082;-451.122.533;BR-316, 24, Olho d'Água das Cunhãs - MA, 65706-000, Brazil
22908;34579;2402734;-14.864.273.042.783.000;-405.763.729.895.987;USF DE SANTO ANTONIO;POVOADO SANTO ANTONIO;S/N;ZONA RURAL;(77) 991322156;45120000.0;BA;Barra do Choça;2016;5;-14.865.949;-405.778.537;Barra do Choça, BA, 45120-000, Brazil
22909;34490;5791421;-570.270.993.620.874;-353.140.254.320.232;ESF CENTRO II;RUA DIDIER VIANA;S/N;ESTRELA DO MAR;84;59575000.0;RN;Extremoz;2016;5;-57.041.115;-352.879.298;R. Cmte. Dider Viana, Extremoz - RN, 59575-000, Brazil
22914;34562;2308886;-505.190.849.304.185;-444.833.636.283.862;U B DE SAUDE VILA SAO PEDRO PSFSB;VILA SAO PEDRO;S/N;POVOADO;(99)662 2360;65765000.0;MA;Dom Pedro;2016;5;-50.417.613;-444.810.524;Vila São Pedro, Dom Pedro - MA, 65765-000, Brazil
22915;34474;3436381;-126.761.251.087.728;-39.097.028.359.990.800;USF SUZANA;RUA VERDIVAL PITANGA;155;SUZANA;;44380000.0;BA;Cruz das Almas;2016;5;-126.743.567;-390.966.056;R. Ver. Dival Pitanga, Cruz das Almas - BA, 44380-000, Brazil
22918;34412;2487535;-137.094.783.782.955;-420.206.022.262.561;ESF ITANAGE;POVOADO DE ITANAGE;S/N;CENTRO;;46140000.0;BA;Livramento de Nossa Senhora;2016;5;-137.058.603;-420.208.537;Itanagé, Livramento de Nossa Sra. - BA, 46140-000, Brazil
22919;34661;3849880;-832.477.211.952.185;-404.110.836.982.715;USF DE PIRANHAS;FAZENDA PIRANHAS;S/N;ZONA RURAL;87-3874-8156;56215000.0;PE;Santa Cruz;2016;5;-88.137.173;-36.954.107;State of Pernambuco, Brazil
22923;34716;6761135;-777.089.595.794.655;-348.495.554.924.001;USF ALTO DA FELICIDADE;RUA PROJETADA;100;POCO DO COBRE;;53900000.0;PE;Ilha de Itamaracá;2016;5;-7.763.618.500.000.000;-348.495.699;R. Poço do Cobre, 100 - Pilar, Ilha de Itamaracá - PE, 53900-000, Brazil
22926;34660;3809404;-674.795.508.384.685;-389.638.280.868.519;SEDE URBANA IV;SITIO VARZEA DA BENTA;S/N;VILA BANCARIA;88 3536-2310;63300000.0;CE;Lavras da Mangabeira;2016;5;0.0;0.0;Não encontrado
22927;34595;2454785;-540.211.915.969.833;-4.362.816.810.607.770;UNIDADE DE SAUDE DA FAMILIA LAGOA DO CAMINHO;POVOADO LAGOA DO CAMINHO;S/N;ZONA RURAL;;65640000.0;MA;Parnarama;2016;5;-53.986.085;-436.372.868;Lagoa do Caminho, Parnarama - MA, 65640-000, Brazil
22928;34628;2604515;-68.718.632.618.825.100;-3.692.167.833.004.470;ESF III MARCIA PATRICIA DE MEDEIROS;RUA HERMES DANTAS;85;SAO JOSE;(83)4612134;58600000.0;PB;Santa Luzia;2016;5;-68.741.498;-369.113.421;R. Hermes Dantas, 85 - São José, Santa Luzia - PB, 58600-000, Brazil
22930;34594;2454769;-568.384.766.578.658;-430.899.024.009.692;CENTRO DE SAUDE 1 DE MAIO;AVN CAROLINA;S/N;CENTRO;(99)5771211;65640000.0;MA;Parnarama;2016;5;-56.823.657;-430.908.239;R. Carolina - Centro, Parnarama - MA, 65640-000, Brazil
22936;34516;2844;-10.897.214.412.688.900;-370.966.243.743.886;US ONESIMO PINTO FILHO JARDIM CENTENARIO;AVENIDA RADIALISTA JOSE DA SILVA LIMA;S/N;JARDIM CENTENARIO;(79)3179-3200;49090250.0;SE;Aracaju;2016;5;-108.967.993;-370.963.407;R. Rad. José da Silva Lima - Jardim Centenario, Aracaju - SE, Brazil
22940;34728;3506;-108.753;-3.707.625;US CARLOS FERNANDES DE MELO LAMARAO;AV LAMARAO;S/N;LAMARAO;3179-3905/3906;49088000.0;SE;Aracaju;2016;5;-108.724.145;-37.076.338;Av. Lamarão - Lamarão, Aracaju - SE, Brazil
22946;34627;2607689;-725.791.308.057.966;-362.353.736.587.535;UBSF II NANCI GUEDES DA SILVA;CACIMBA NOVA;S/N;ZONA RURAL;8333131100;58123000.0;PB;Boa Vista;2016;5;-7.263.901.300.000.000;-362.414.091;Boa Vista, State of Paraíba, 58123-000, Brazil
22949;34468;2607;-1.098.504;-37.074.909.999.999.900;US AUGUSTO CESAR LEITE SANTA TEREZA;RUA ELENITA NERY GOMES;S/N;AEROPORTO;(79)3179-2701;49037190.0;SE;Aracaju;2016;5;-109.918.777;-370.779.362;R. Elenita Nery Gomes - Aeroporto, Aracaju - SE, Brazil
22951;34501;6629229;-55.761.194.229.124.400;-443.964.815.139.758;UNIDADE BASICA DE SAUDE TRIZIDELA;RUA PRINCIPAL;S/N;TRIZIDELA;;65790000.0;MA;São Domingos do Maranhão;2016;5;-5.577.815;-44.390.938;R. da Trizidela, São Domingos do Maranhão - MA, 65790-000, Brazil
22953;34599;2477378;-10.287.671.972.428.800;-365.995.793.479.956;UNIDADE DE SAUDE ATAYDE BEZERRA DOS SANTOS;RUA NOSSA SENHORA DE FATIMA;S/N;POVOADO SAUDE;(79)88466246;49985000.0;SE;Santana do São Francisco;2016;5;-102.623.134;-366.366.692;Saúde, Santana do São Francisco - SE, 49985-000, Brazil
22955;34799;2309882;-27.913.641.929.625.600;-4.404.586.315.154.890;UBS CACAUEIRO;CACUEIRO;S/N;CACUEIRO;;65170000.0;MA;Icatu;2016;5;-27.738.739;-44.062.008;Icatu - State of Maranhão, 65170-000, Brazil
22958;34473;3436373;-126.637.862.127.757;-391.007.361.428.306;USF TABELA ESCOLA DE AGRONOMIA;ESCOLA DE AGRONOMIA;S/N;TABELA;;44380000.0;BA;Cruz das Almas;2016;5;-126.570.247;-390.936.292;Cruz das Almas - State of Bahia, 44380-000, Brazil
22965;34463;2721139;-995.500.802.993.746;-365.445.613.861.073;POSTO DE SAUDE RANCHO ALEGRE;POVOADO RANCHO ALEGRE;S/N;ZONA RURAL;(82)5421355;57275000.0;AL;São Sebastião;2016;5;-99.529.672;-365.429.424;São Sebastião - State of Alagoas, 57275-000, Brazil
22969;34800;2309890;-256.750.702.857.964;-437.778.353.691.088;UBS DE ITAPERA;ITAPERA;S/N;CENTRO;;65170000.0;MA;Icatu;2016;5;-25.662.713;-437.733.836;Itapera, Icatu - MA, 65170-000, Brazil
22974;34475;3467643;-9.135.979.146.294.080;-35.749.030.258.912;USF LAERCIO DIAS DE ABREU;RUA JOSE KLINGER;S/N;JOAO BATISTA DA HORA;082-3252-1485;57980000.0;AL;Joaquim Gomes;2016;5;-90.566.172;-35.784.354;Joaquim Gomes - State of Alagoas, Brazil
22975;34711;3344;-108.758.318.424.222;-3.705.233.573.913.470;US PORTO DANTAS;RUA ANTONIO DOS SANTOS;468;PORTO DANTAS;(79) 3179-2419;49067020.0;SE;Aracaju;2016;5;-108.757.406;-3.705.225.739.999.990;R. Antônio dos Santos, 468 - Porto D'antas, Aracaju - SE, 49067-020, Brazil
22976;34587;2450712;-52.609.813.213.346.900;-4.464.425.325.393.540;UNIDADE BASICA DE SAUDE FREI DIONISIO GUERRA;RUA ARISTON LEDA;S/N;CENTRO;(98)5221190;65763000.0;MA;Tuntum;2016;5;-52.608.907;-446.415.865;R. Ariston Lêda, Tuntum - MA, 65763-000, Brazil
22981;34477;5064376;-36.719.655.990.599.500;-458.518.481.254.564;UBS DE BAIRRO NOVO;RUA SANTO ANTONIO;S/N;NOVO;(98) 6641267;65398000.0;MA;Alto Alegre do Pindaré;2016;5;-36.672.617;-458.425.154;Alto Alegre do Pindaré, MA, 65398-000, Brazil
22984;34502;6629237;-55.819.344.520.567.200;-443.868.470.191.943;UNIDADE BASICA DE SAUDE ITAUNA;ITAUNA;S/N;ITAUNA;;65790000.0;MA;São Domingos do Maranhão;2016;5;-558.941;-443.926.493;R. Itaúna, São Domingos do Maranhão - MA, 65790-000, Brazil
22985;34512;6830773;-7.956.043.481.826.540;-361.986.851.692.189;UNIDADE DE SAUDE DA FAMILIA DO PEDRA BRANCA;RUA PEDRA BRANCA;S/N;PEDRA BRANCA;;55194300.0;PE;Santa Cruz do Capibaribe;2016;5;-79.367.653;-361.990.694;Santo Agostinho, Santa Cruz do Capibaribe - PE, 55190-000, Brazil
22987;34575;2367424;-844.395.907.228.392;-4.386.307.157.892.160;C DE S DE ALVORADA DO GURGUEIA PSF;R 01;S/N;CENTRO;;64923000.0;PI;Alvorada do Gurguéia;2016;5;-8.424.593.900.000.000;-4.377.740.740.000.000;Alvorada do Gurguéia, PI, 64923-000, Brazil
22989;34584;2436132;-79.646.694.660.184.400;-362.104.225.158.681;PSF III SAO DOMINGOS;RUA SAO JOAO;0;BAIRRO SAO DOIMINGOS;(81)37471196;55170000.0;PE;Brejo da Madre de Deus;2016;5;-8.037.371.799.999.990;-362.107.493;São Domingos, Brejo da Me. de Deus - PE, 55170-000, Brazil
22990;34491;2763;-10.894.510.746.001.800;-37.051.327.228.545.100;US DONA JOVEM AZEVEDO INDUSTRIAL;RUA ALTAMIRA;S/N;INDUSTRIAL;(79)3179-5400;49050050.0;SE;Aracaju;2016;5;-108.931.028;-370.515.879;R. Altamira - Industrial, Aracaju - SE, Brazil
